score,phrase
0.9498003768000001,pelayanan pelanggan
0.9498003106999999,cooperative awareness messages
0.9497979441,axiom pinpointing
0.9497978348999999,dynamic decay adjustment
0.9497971045999999,cea leti
0.9497965215,shadow price
0.9497961393000001,lexical units
0.9497959976000001,interpersonal trust
0.9497954664,pv array
0.9497942978,sawit boyolali
0.949793401,pencapaian kompetensi
0.9497930568999999,charge coupled devices
0.9497927377,dempster shafer's
0.9497909055,net centric
0.9497885802,inp ingaas
0.9497877301000001,visual inertial odometry
0.9497868189,qualitative research
0.9497861915000001,kabupaten banjarnegara
0.9497856522,rivest shamir adleman
0.9497847942000001,maximum throughput
0.9497845362,donor acceptor
0.9497836107,fatal crashes
0.9497829434,road surface
0.9497826540000001,brillouin scattering
0.9497824815000001,knee arthroplasty
0.9497824224,brain mris
0.9497793795999999,math kernel library
0.9497790042,lexical resources
0.9497782269,logistic curve
0.9497742095,связи с
0.9497737072,numerical linear algebra
0.9497733814,при реализации
0.9497721872,asymptotic expansions
0.9497709151,architecture description language
0.9497702151999999,вищої школи
0.9497690443000001,nautical chart
0.9497677420999999,vertex separators
0.9497665514,chief knowledge officer
0.9497657468,tcp hybla
0.9497652712000001,soekarno hatta
0.94976496,gauss lobatto
0.9497647056,binary descriptor
0.9497634504000001,gust load alleviation
0.9497633499,particle tracking
0.949757283,citizen journalism
0.9497571903,personality inventory
0.9497543992,tecnologias digitais
0.9497538098999999,cereal crops
0.9497535018000001,mobile internet
0.9497527094,burst buffers
0.9497521945999999,bulletin boards
0.9497495951999999,frequency reuse
0.9497479165,autocorrelation function
0.9497463292,probe vehicles
0.9497458701,underwater vehicle
0.9497448012,ujian akhir semester
0.9497446154000001,hall littlewood
0.9497445137999999,inductive invariants
0.9497426762000001,coprime array
0.9497415237000001,entropy minimization
0.9497388539,logical connectives
0.9497374536,largest eigenvalue
0.9497371301,threshold logic
0.9497344994,animasi interaktif
0.9497338162000001,argumentation schemes
0.9497325301999999,boehringer ingelheim
0.9497319109000001,spin lock
0.9497283231,born digital
0.9497278771,broadcast encryption
0.9497250523999999,transcriptional regulation
0.9497249297,lung function
0.9497222351000001,truncated arq
0.9497217256,indian classical music
0.9497213245999999,hyatt regency
0.9497206183,relational embeddedness
0.9497202049,wearable technology
0.9497191489,career anchors
0.9497188674,tof mra
0.9497185413,advanced research projects agency
0.9497182822,gsu library research guides
0.9497180268000001,bode diagram
0.949717247,robotic rehabilitation
0.9497103472,sampling rate conversion
0.9497100684,lesion segmentation
0.9497092537999999,decentralized control
0.9497042397,cosmic function points
0.9497040761,usable security
0.9497039177,foreign words
0.9497031267,pama nyungan
0.9497029949,target registration error
0.9497029949,digital terrain model
0.9497029949,automatic image annotation
0.9497011191,growing season
0.9496965491,xilinx ise design suite
0.9496946558,conjunctive grammars
0.9496941965000001,head pose
0.9496932817,tinjauan pustaka
0.9496928884999999,maximum likelihood estimators
0.9496927619,nerve fiber
0.9496852579,untuk pengenalan
0.9496844484999999,strong puf
0.9496843437000001,abrasive waterjet
0.9496842881,transcription factor binding
0.9496834695,puppet theater
0.9496834121,piezoelectric transducers
0.9496827545000001,fakultas teknik universitas
0.9496826720999999,hybrid beamforming
0.9496810465000001,datalog programs
0.9496793775,monostatic radar
0.9496781267000001,embl ebi
0.9496781267000001,uw asns
0.9496765469,sallen key
0.9496760915000001,speech reception threshold
0.9496730433,offshore installations
0.9496721908,southern oscillation
0.9496721239,visual hulls
0.9496712186,diagnostic tests
0.949669641,video tape recorder
0.949668877,дистанційної освіти
0.949668877,професійної діяльності
0.9496686895,slow learner
0.9496685851000001,irregular repetition slotted aloha
0.9496683432999999,cloud federations
0.9496682826999999,taiwan stock exchange capitalization weighted stock
0.9496670734,turbulent flames
0.9496664547,speech prosody
0.949665415,fr4 epoxy
0.9496654129000001,precipitation nowcasting
0.9496652917,desert storm
0.9496614851,grayhole attack
0.9496608095,audio video
0.9496604033,giant component
0.9496600820000001,indonesia tbk
0.9496599011,matrix exponentials
0.9496583537000001,american society
0.9496577412,brightness constancy
0.9496573933,sars epidemic
0.9496558609,epileptic seizure
0.9496550643,district court
0.9496541106,scuola superiore
0.9496506368000001,bertrand competition
0.9496491358,microsoft's windows
0.9496491047,reverse mathematics
0.9496486895999999,fano plane
0.9496485065000001,final grade
0.9496443707,gc ms
0.9496421743000001,reverse nearest neighbor
0.9496419457999999,finite state machines
0.9496404789,digital microfluidics
0.9496397549,brandon hill
0.9496397451,forest ecosystem
0.9496384631,cassette tape
0.9496380199,voronoi polygon
0.949631558,lasalle's invariance principle
0.9496309219,gammatone filter
0.9496304814000001,phononic crystal
0.9496298548000001,inverse multiplexing
0.9496289715,nonparallel support vector machine
0.9496289145,trimmed nurbs
0.9496280544,bridge rectifier
0.9496271359999999,aeroelastic wing
0.9496270367,technologically mediated
0.9496267439,policy gradients
0.9496263902,eye hand coordination
0.9496250243000001,pseudo boolean
0.9496238748,carry lookahead adders
0.9496236118000001,l1 regularization
0.9496228654000001,structural risk minimization
0.9496227915000001,learning commons
0.9496227501000001,backward stochastic differential equations
0.949622663,news aggregator
0.9496226375,dco ofdm
0.949621863,искусственного интеллекта
0.9496217570000001,false acceptance
0.9496204959000001,sfbc ofdm
0.9496195706999999,semi implicit
0.9496178034999999,distributional semantic
0.9496164646999999,majority logic
0.9496120221,kabupaten bireuen
0.9496058254,single neuron
0.9496055059999999,indoor environment
0.9496044637000001,multiradio multichannel
0.9496040427,semantic mapping
0.9496007955,cybercrime investigation
0.9495990776000001,baidu encyclopedia
0.9495988059,educacion primaria
0.9495977095,lu factorizations
0.9495976141,radio irregularity
0.9495966441,computational physics
0.9495935265000001,reachable sets
0.9495905081,pembelajaran berbantukan komputer
0.9495898601999999,south asian languages
0.9495890102,smart insole
0.9495882812,terminology extraction
0.9495867201,hot swappable
0.9495864905,pseudorandom function
0.9495855341,ds gvo
0.9495855086,dialect identification
0.9495848825,prioritized circumscription
0.9495836754000001,bibliometric analysis
0.9495835474,networked robots
0.9495831574,intrusion tolerant
0.9495797848,riemann sphere
0.9495794381999999,serial link
0.9495784201,robot assisted minimally invasive surgery
0.9495782189,specialist lexicon
0.9495779623999999,cellular telephones
0.9495766484999999,mammographic images
0.9495755729,variable precision rough set
0.9495753923,power spectrum
0.9495734506,intonation contours
0.9495728456,fine granularity scalability
0.9495690997,petri net을
0.9495676453,facility location problem
0.9495669242,sentence level
0.9495662776,incremental relaying
0.9495657842,privacy preserving record linkage
0.9495655339,robin milner
0.9495649120999999,hak akses
0.9495641906,syndrome differentiation
0.9495641489,multimedia interaktif
0.9495635604000001,orthogonal subspace projection
0.9495623365000001,wii remotes
0.949559668,senso comune
0.9495585281000001,departemen ilmu kesehatan anak
0.9495579284000001,advanced driving assistance systems
0.9495572953,eagle eye
0.9495559015999999,fan shaped
0.9495531466,augment reality
0.949550108,intersecting families
0.9495500137999999,sequential patterns
0.9495499734999999,laser scanners
0.9495493456,universitat hamburg
0.9495486415000001,dynamic framed slotted aloha
0.9495442226,ipv6 ipv4
0.9495426088,door lock
0.9495410704999999,dual polarization
0.9495404999,rao lower bound
0.9495366297,smart microgrid
0.9495360703,programming fundamentals
0.9495357098999999,spatially correlated
0.9495348511,koblitz curve
0.9495346081,pdii lipi
0.9495341687000001,naïve bayes classifier
0.9495337375,small cell
0.9495328583,semantic integration
0.9495327547,state observer
0.9495321662999999,soil erosion
0.9495313559999999,visual programming
0.9495309987999999,account receivable
0.9495309804000001,geometric brownian motion
0.9495298147,pengaruh penggunaan
0.9495272816,batch effects
0.9495272007,vss nlms
0.9495269082,virus propagation
0.9495263412999999,access points
0.9495242534,advance reservations
0.9495235329,daerah aliran sungai
0.9495227276,pupillary response
0.9495182929000001,turing completeness
0.9495176789,pacific coast
0.9495139295999999,topsis method
0.9495138478,absorption chiller
0.9495135611,user equilibrium
0.9495125589,ein vorgehensmodell
0.9495065520999999,suny stony brook
0.9495062486,gustafson kessel
0.9495054412999999,software radio
0.9495052605,evolutionarily stable strategies
0.9495033587,linearly solvable
0.9495020129999999,crash risk
0.9495016497,progressive scan
0.9494997463,tool wear
0.9494985841,fish eye lenses
0.9494977081,volvo trucks
0.9494963925,student essays
0.9494915018000001,sql server2008
0.9494901748000001,der artikel
0.9494894167,group search optimizer
0.9494893904,на засадах
0.9494892518000001,guideline interchange format
0.9494872383,asean countries
0.9494861731,cea saclay
0.9494861246999999,multiclass classifier
0.9494858345,grade vii
0.9494854783,для обеспечения
0.949484903,mimo radar
0.9494842579,xilinx vivado hls
0.9494839334,energy trading
0.9494838862,bbu rrh
0.9494836548000001,musical style
0.9494835331,wave field synthesis
0.9494824507999999,patient reported outcomes
0.9494820912,dan mysql
0.9494798893,electricity theft
0.9494795655,architectural knowledge
0.9494783201000001,data centers
0.9494759175,larch shared language
0.9494757012999999,biped walking
0.9494754304999999,peer tutor
0.9494746367,lookaside buffer
0.9494727245,constant velocity
0.9494727009,church slavonic
0.9494712536,berbahasa inggris
0.9494701253,ambient temperature
0.9494700173999999,counterparty credit risk
0.9494694187999999,it2 flcs
0.9494692512999999,perancangan prototipe
0.9494690374,cache replacement
0.9494659948,lateral ventricle
0.9494620516,adjacent channel power ratio
0.9494605237,subset sums
0.9494597236,proof carrying code
0.9494583064,keunggulan kompetitif
0.94945775,bimanual manipulation
0.9494569622,multibody systems
0.9494560653,distracted driving
0.9494559962000001,distributed coordination function
0.9494550366,citrix metaframe
0.9494529697,ring laser gyro
0.9494527076,spec cint2000
0.9494526543,radio link
0.9494518493,fold recognition
0.9494512748,poisson nernst planck
0.9494497211,abbyy finereader
0.9494482556999999,web services
0.949448125,digital forensic
0.9494473816,cognitive architecture
0.9494471698,spatial pooler
0.9494448683,cued recall
0.9494445108,word alignment
0.9494439546,dc nanogrid
0.949443345,inbound logistics
0.9494422917,walking robots
0.9494404681999999,chang gung
0.9494403037000001,sea clutter
0.9494395123999999,kuwait university
0.949438985,report card
0.9494386234000001,bahasa perancis
0.9494358741,конечных элементов
0.9494357266,intima media thickness
0.9494345344,miller capacitance
0.9494342162999999,trip distribution
0.9494318751999999,passive intermodulation
0.9494313019,syntactic dependency
0.9494303865000001,hyper rectangle
0.9494301766,keynote address
0.9494288651999999,psl psa
0.9494288401000001,reactive jamming
0.9494260123999999,cochlear implantation
0.9494247856999999,multimedia presentation
0.9494244899,metro ethernet forum
0.9494241528,robotics toolbox
0.9494220918,multisensor fusion
0.9494220381999999,pharmaceutical care
0.9494215547,kriging metamodels
0.9494202436,adams view
0.9494200054999999,systematic error
0.949417455,regional dialects
0.9494173153000001,mont carlo
0.9494171131,sar interferograms
0.9494162828,heavy machinery
0.9494161011,technology acceptance
0.949415984,ein überblick
0.9494151167,secara terpusat
0.9494126803,computational musicology
0.9494125442,cartesian closed categories
0.9494119602,nasa tech briefs
0.9494119404000001,middle age
0.9494119366,persistent scatterers interferometry
0.9494099975,graphing calculator
0.9494099632999999,east germany
0.94940981,shunt compensator
0.9494095237000001,cms joomla
0.9494094833,protected health information
0.9494091038,ip protection
0.9494087045,specific language impairment
0.9494086839,programming courses
0.9494080117,kneser ney
0.9494075428000001,pengaruh pemberian
0.9494062715,consumer privacy
0.9494061548999999,business letters
0.9494054509000001,giant magnetostrictive
0.9494046164,college basketball
0.9494026284999999,menggunakan metoda
0.9494021265000001,lembah gumanti
0.9494017956,sigmoid belief networks
0.9494013631999999,choquet integrals
0.9494010803,educacao infantil
0.9493998151999999,kantor kecamatan
0.9493994648999999,discrete morse theory
0.9493986991,central kalimantan
0.9493982454000001,specular reflections
0.9493949615,keluarga miskin
0.9493947398,excitable cells
0.9493942240000001,silvaco atlas
0.9493940404000001,collatz conjecture
0.9493928325,social phobia
0.9493897723,quantization noise
0.9493894901000001,big science
0.9493894138,recursive spectral bisection
0.9493888711,nasa's jet propulsion laboratory
0.9493888235,factor graphs
0.9493872186,proc gplot
0.9493857103,generalized probabilistic descent
0.9493835874,chosen plaintext
0.9493832498,municipal corporation
0.9493825663,armored vehicle
0.9493807817000001,numerische beispiele
0.949380055,nuclear decommissioning
0.9493796575,potts model
0.9493785046,operational expenditure
0.9493776559,lehigh university benchmark
0.9493762554,aspect weaving
0.9493739470999999,berbasis wap
0.9493725464,vlsi floorplanning
0.9493722384000001,image mosaicing
0.9493708731,virus spread
0.9493700057,linguistic corpora
0.9493692567,science parks
0.9493673247,digital orthophoto
0.949366569,den abschluss
0.9493663853000001,transfemoral prostheses
0.9493634752,перспективы развития
0.9493612677,studi tentang
0.9493609309000001,surat menyurat
0.9493607428,optically interconnected
0.9493605432,aes ccm
0.9493578755,handwritten bangla
0.9493520513,concurrency bugs
0.9493512803,video oculography
0.9493496251000001,tcp ip를
0.9493491329000001,navstar gps
0.9493483527,sim application toolkit
0.9493482187000001,medium density fiberboard
0.949345358,collective memory
0.9493432851000001,thermal radiation
0.9493409969,total harmonics distortion
0.9493373102,ibm t.j
0.949336718,cnc lathes
0.9493360904000001,memory allocator
0.9493355775,teradata university network
0.9493336297,comercio exterior
0.9493334998999999,hypercube multiprocessors
0.9493313997,cyclic voltammetry
0.9493306675,magnetic resonance image
0.9493300939,information centric networking
0.9493299008,hippocampal ca3
0.9493292902,terhadap perubahan
0.9493288542,vba programming
0.9493270291,alma mater
0.9493259502,deductive inference
0.9493231714,kecepatan akses
0.9493187293,scientific publications
0.9493174659999999,public sector
0.9493138532,compositional reasoning
0.9493130096,overhead crane
0.949312552,storage resource broker
0.9493105709999999,sound source separation
0.9493099119,cluster formation
0.9493097926999999,field programmable analog arrays
0.9493096023,smart rooms
0.9493083045999999,international mobile equipment identity
0.9493070453,kartu identitas
0.9493058628000001,multi tier
0.9493054997,методические рекомендации
0.9493037781,mash ups
0.9493036183,functional languages
0.9492980047,body ownership
0.9492978017,baden wurttemberg
0.9492969715999999,camera calibration
0.9492965306000001,и проблемы
0.9492953849,dedicated short range communication
0.9492947045,aplikasi pembelajaran
0.9492945143000001,threat assessment
0.949294049,cipher text
0.9492935745000001,tourism industry
0.9492925555,job shop scheduling problems
0.9492909113,utility maximisation
0.9492894684000001,maximum torque per ampere
0.9492884446,kabupaten serang
0.9492883963,ricci curvature
0.9492880597,imaging spectrometers
0.9492875472,scanning probe microscopes
0.9492859782999999,compressed domain
0.9492855303,instagram account
0.9492843384999999,delaunay tessellations
0.9492842664,wild cards
0.9492839940000001,fuzzy cmac
0.9492833596,smart cane
0.9492818884,kabupaten pesisir selatan
0.9492805643000001,smart microgrids
0.9492786154,colonoscopy videos
0.9492777301,mc ds cdma
0.9492755118999999,ternary logic
0.9492739809999999,archaeological excavations
0.9492712765000001,polyhedral solids
0.9492707357,profinet irt
0.9492701515,drug interactions
0.9492697627,neutrosophic sets
0.9492694932,publication date
0.9492693236,mpi sintel
0.9492691163,abdominal ct scans
0.9492678236,benthic habitat
0.9492674315999999,image deblurring
0.9492670138,monopulse radar
0.9492666631000001,risk analysis
0.9492665242,imaging biomarker
0.9492660401,prestasi kerja
0.9492652596,chess game
0.9492649857,demo session
0.9492639222,mpeg2 video
0.9492622096,at89c51 microcontroller
0.9492621606999999,banded matrix
0.9492617543999999,style guide
0.9492612548999999,tagaki sugeno
0.9492591764,google nexus
0.9492589923,cardiovascular diseases
0.9492565297,resource centre
0.9492550240000001,legged robots
0.9492545827,fourier optics
0.9492535081,cancer incidence
0.9492518681000001,smart parking
0.9492515586,parabolic equations
0.9492513697,cisco certified network associate
0.9492503859,xie beni
0.9492500852,region connection calculus
0.9492493304999999,fuel pump
0.9492472713,architectural description languages
0.9492466435,unspecified bit rate
0.949246522,sensor webs
0.9492433981999999,m300 workstation
0.949243288,tb paru
0.9492423278000001,iot gateways
0.949241983,keterampilan menulis narasi
0.9492414123,diabetic patients
0.949241007,defense mapping agency
0.9492402351000001,wishbone bus
0.949239741,multistatic radar
0.9492393922,tea ceremony
0.9492391852,nurse scheduling
0.9492352067000001,radiation oncologist
0.949234542,photovoltaic generation
0.9492341281000001,listing's law
0.9492336822,mc ezbc
0.9492321495,cavlc encoder
0.9492309921,polar bear
0.949230591,vertical fragmentation
0.949229324,bus routes
0.9492290396999999,channel coding
0.949227286,boise state university
0.9492270895999999,в курсе
0.9492260612000001,tensor products
0.9492259762,fes cycling
0.9492234198,seni budaya
0.9492233820999999,black scholes
0.9492225538,road traffic
0.9492213838,kabupaten pasuruan
0.9492163812000001,wiring diagram
0.9492160598999999,constitutive equations
0.9492156584,elder scrolls
0.9492153206999999,cdmam phantom
0.9492144348999999,pointer swizzling
0.9492142798000001,με χρήση
0.9492137538,latihan soal
0.9492136273,data flow diagrams
0.9492125043999999,monocular depth cues
0.9492118944,predicate logics
0.9492115186,blind channel equalization
0.9492089683,convex cone
0.9492081733,rain fall
0.9492077486,reactive power compensation
0.9492063447,feature maps
0.9492062884,word vectors
0.9492052948,electric vehicle supply equipment
0.9492050488,brain perfusion
0.9492041295999999,man machine
0.9492033906,fine granular scalable
0.9492028108,molecular motors
0.9492019282999999,sepuluh nopember
0.9492011302,specular surfaces
0.9492010806,voltage flicker
0.9491961806999999,websocket protocol
0.9491948293000001,defected ground plane
0.9491948270999999,frequently asked question
0.9491947317,anodic aluminum oxide
0.9491930081000001,allele frequency
0.9491907406,meningkatkan kemampuan
0.9491890856,iain walisongo
0.949188754,decision support
0.9491860166,pada anak usia
0.9491842254,fan page
0.9491840190999999,collaborative dialogue
0.9491836870999999,prime ministers
0.949183206,nautical mile
0.9491825548999999,city hall
0.9491805637999999,multiresolution analysis
0.9491803437,feedback loop
0.9491797326000001,search tree
0.9491781267,sot mram
0.9491780148000001,vehicular cloud
0.949177701,low stakes
0.9491766964,it2 flc
0.9491763751000001,multitaper spectral
0.9491756837,partially overlapped
0.9491730619,gomory cuts
0.9491729015000001,lightning strikes
0.9491725493000001,sanggar kegiatan belajar
0.9491724238,nonmonotonic logic
0.9491704749,sports medicine
0.9491692444,superscalar processors
0.9491678578,federico ii
0.9491669338,empirical wavelet transform
0.9491667989,digitale bibliothek
0.9491665397,session key
0.9491654855,software guard extensions
0.9491646887,ers sar
0.9491635665000001,strategy proofness
0.9491628265000001,permanent magnet assisted synchronous reluctance
0.9491624481000001,nilai tukar
0.9491624153,intravital microscopy
0.9491621045,evolutionary multi objective optimization
0.9491611984999999,launch vehicles
0.9491611284999999,hapax legomena
0.9491610593,управления доступом
0.9491604372,genome rearrangement
0.9491595815999999,pseudorandom sequence
0.9491586019,dynamic scheduling
0.9491581743999999,column wise
0.9491578429,package inserts
0.9491573297,reference governor
0.9491570643,esc java
0.9491566866,unmanned airship
0.949155509,actuator failure
0.9491548342,protein folds
0.9491541915,mcmr wmns
0.9491536556,legendre moments
0.9491534756000001,una revisión
0.9491525629,ghz band
0.9491523477,university education
0.9491517908,dynamic binary instrumentation
0.9491513079,rx tx
0.9491501998,flat panel display
0.9491484813,в сучасній
0.949146446,transient faults
0.9491447894,organic inorganic
0.949144265,emg signals
0.9491423887999999,functional size measurement
0.9491417411,bottle neck
0.9491400319,p2mp lsps
0.9491396086,price competition
0.9491383066,vowel length
0.9491382272,innovative talents
0.9491372070999999,lr parsers
0.9491368409000001,north indian
0.9491364631,similarity metric
0.949133861,merkle damgard
0.949131356,virtual team
0.9491307817,высшего профессионального образования
0.949127838,ocean engineering
0.9491274383,illumina sequencing
0.9491267279000001,courseware authoring
0.9491266072,clinical informatics
0.9491259327,gordon bell prize
0.949125895,ranah kognitif
0.9491240303,multibit trie
0.9491238195999999,coulomb's law
0.9491236917,riparian vegetation
0.9491228278,temporal expressions
0.9491226695999999,coronary artery bypass graft
0.9491211598999999,stewart gough
0.9491200514,bcmp queueing
0.9491197872,hdr imaging
0.9491187931999999,algoritmo genético
0.949116345,hospital acquired infections
0.9491160154,sunway taihulight supercomputer
0.9491146192000001,qa track
0.9491144120999999,open gl
0.9491139707999999,buffered crossbar switches
0.9491138414,japan broadcasting corporation
0.9491133883,membangun jaringan
0.9491104617,rumour spreading
0.9491095964,sentimental analysis
0.9491094211,finite differences
0.9491087053,reserve prices
0.9491081004999999,mc cdma
0.9491078198,huffman decoder
0.9491025647,waterfall model
0.9491014984999999,massive machine type communication
0.9491003231,google cloud
0.9490991248,branching programs
0.9490985228000001,suku kata
0.9490979973,end stage renal disease
0.9490976876999999,web hosting
0.9490962117,fibonacci series
0.9490954823000001,negative emotion
0.9490948084,news aggregators
0.9490930314,mpsk modulation
0.9490919789,barrier lyapunov function
0.9490898304000001,geographical routing
0.9490891540999999,wetenschappelijk onderzoek
0.9490890327,cs acelp
0.9490888559,soil nutrient
0.9490887712999999,parks mcclellan
0.949088406,noise immunity
0.9490881120999999,sbas insar
0.9490880690000001,vibro tactile
0.9490880195999999,spanish language
0.9490865059,vlsi cad
0.9490863140000001,lockout tagout
0.9490853412000001,advanced message queuing protocol
0.9490844144,lightning protection
0.9490844044,wagner whitin
0.9490843931,coherency matrix
0.9490825796,team member
0.9490824831,fission yeast
0.9490817748999999,public servants
0.9490800848000001,diffusion weighted mri
0.9490791243000001,neo davidsonian
0.9490786596999999,panic disorder
0.9490784699,universal image quality index
0.9490778119,fuzzy relations
0.9490770386,vmware esx
0.9490750684999999,eulerian lagrangian
0.9490748051000001,humanitarian relief
0.9490739129000001,hypoid gear
0.9490725529999999,crt rsa
0.9490702770999999,storm surge
0.9490683897,electrochemical immunosensor
0.9490676453,cuckoo search algorithm
0.9490670028,composite index
0.9490661473,platoon dispersion
0.9490643762000001,ray marching
0.9490621807999999,anglo american cataloguing rules
0.9490618042,post traumatic stress disorder
0.9490618042,doubly fed induction generators
0.9490597381,resource orchestration
0.9490594348,publicly verifiable secret sharing
0.9490592648999999,rhetorical structure
0.9490589928000001,video annotation
0.9490568528,ischemic episodes
0.9490565423,periodontal ligament
0.9490541429000001,stent implantation
0.9490530825,web application firewall
0.9490512211,telephone exchanges
0.9490506606999999,dna motifs
0.9490485551000001,szemeredi's regularity lemma
0.9490475120999999,di jakarta
0.9490473059000001,gaussian quadratures
0.9490466549,secure neighbor discovery
0.9490447714,sawtooth wave
0.9490433537999999,usd jpy
0.9490432642000001,barrier synchronization
0.9490425272,interval estimation
0.9490422395999999,accelerated life testing
0.949042171,random oracle model
0.9490403951,vertical handovers
0.9490377024,likert scales
0.9490375696,intellectual assets
0.9490348734999999,aeronautical telecommunication network
0.9490344829999999,ultra capacitor
0.9490334186,closest vector problem
0.9490309714,bounded pathwidth
0.9490278365000001,grid services
0.9490278129999999,dw mri
0.9490275407,pikiran rakyat
0.9490272297,incompleteness theorem
0.9490243001,kinematic chains
0.9490239081,основанный на
0.9490220071,teager kaiser
0.9490207925,florida gulf coast university
0.9490189114,phasor data concentrators
0.9490188095000001,incidence angle
0.949018006,power grid
0.9490176458,multivariate garch
0.9490173485,electro acoustic
0.9490165584999999,feistel ciphers
0.9490148444,royal infirmary
0.9490141122,art nouveau
0.9490105976000001,status updates
0.9490091959999999,inertial measuring unit
0.9490085625,reactive power compensators
0.9490062486,navier stokes solver
0.9490043007,multispectral palmprint
0.9490033770999999,data marts
0.9490026281,huai river
0.9490026073000001,packet header
0.9490022103,politeknik caltex riau
0.9490019709999999,peking opera
0.9490010262999999,integrity assurance
0.9490007491,desalination plant
0.9490006181999999,sma swasta
0.9490005028,menggunakan metode waterfall
0.9489996404000001,graphic displays
0.9489996356,tangent plane
0.9489991845,programing language
0.9489990886,multi protocol label switching
0.9489986118000001,lp norm
0.9489960916,scratch pad
0.9489957136,morphological disambiguation
0.9489955040000001,counterpropagation neural network
0.9489953176,women's health
0.9489950001999999,light water reactors
0.9489944005,lung tumors
0.948993858,usability evaluation
0.9489936573000001,generalized hebbian algorithm
0.9489928242,ms coco
0.9489916629999999,parrot bebop
0.9489897801,chest ct
0.9489893908,oxide breakdown
0.948987074,bistatic radar
0.9489858695000001,peak picking
0.9489843795999999,mass spectrometric
0.9489831409,ball game
0.9489831017,surface patches
0.9489822856,incentive mechanism
0.9489812546999999,cox proportional hazards
0.9489785770999999,differential algebra
0.9489780066,emergency shutdown
0.9489770448,matlab simmechanics
0.9489769196,del cantón
0.9489761998,ping pang
0.9489742901999999,stealthy attacks
0.94897423,national nuclear security administration
0.9489735551,stmik widya cipta dharma
0.9489726168000001,rf frontend
0.9489721056999999,membangun aplikasi
0.9489688798999999,μέσα από
0.9489686462000001,spiral inductor
0.94896843,projection onto convex sets
0.9489673377,sedimentary basin
0.9489663626,mots cles
0.9489659183,ceramic tile
0.9489620489,provable secure
0.9489612927,интерактивного обучения
0.9489611729999999,national security agency
0.9489611318000001,vortical flows
0.9489608034,solar orbiter
0.9489601760999999,application programming interfaces
0.9489596248000001,nilai rapor
0.9489589694,backpropagation algorithm
0.9489582925,asymetrix toolbook
0.9489580696,censorship resistance
0.9489559515,jawa bali
0.948954137,stereo correspondence
0.9489541137,mate choice
0.9489531728,perancangan sistem informasi penjualan
0.9489519548,small satellite
0.9489496784,mel frequency cepstrum
0.9489494934999999,philadelphia neurodevelopmental
0.9489475298000001,paperback edition
0.9489474387000001,pocket reference
0.9489466854999999,ls svr
0.9489461486,peraturan menteri
0.9489449209,soil moisture retrieval
0.9489438673999999,uw madison
0.9489436220999999,qualitative physics
0.9489433537,в педагогическом
0.9489424126999999,macrocell base station
0.9489384495000001,adventure games
0.94893815,microcontroller unit
0.9489376240999999,для організації
0.9489358034,iana registry
0.9489356574,dreamworks animation
0.9489329995,sistem ekskresi
0.9489329129,jean louis
0.9489320911,fundus images
0.9489311992,hexapod robots
0.9489302832,monoclonal antibody
0.9489293182999999,texas hold'em poker
0.9489291745999999,linear variable differential transformer
0.9489291704999999,incremental update
0.9489275277,free trade agreement
0.9489271261,fuzzy madm
0.9489265798000001,indian buffet process
0.9489259582999999,byzantine resilient
0.948924949,visual homing
0.9489246631,folk theorems
0.9489230295000001,iso dis
0.9489219335,mecanum wheeled
0.9489211023,tcp syn flood
0.9489197144,stmik pringsewu
0.9489183284,participant observation
0.9489177711,crash avoidance
0.9489174381000001,ozone monitoring instrument
0.9489165662000001,prewitt operator
0.9489160896,tdm pons
0.9489154777,final remarks
0.9489154191,atrio ventricular
0.9489151311,polynomial chaos
0.94891272,regional internet registries
0.9489126098999999,ant colony algorithm
0.9489118342,greenhouse effect
0.9489115570000001,rao bound
0.9489107929,dud recht
0.9489107929,gary mcgraw
0.9489092199,vivado design suite
0.9489089170999999,іноземної мови
0.9489054413,test automation
0.9489053694,bioasq challenge
0.948904425,reward punishment
0.9489042871,exponential sums
0.9489026448000001,snowmelt runoff
0.9489021265,vannevar bush's
0.9488997039,netflow ipfix
0.9488994583,quantitative finance
0.9488985954000001,senior research scientist
0.9488982898999999,insulin pumps
0.9488960992000001,universitas bakrie
0.9488954217,air terjun
0.9488953123,educational television
0.9488940023000001,perancangan sistem informasi
0.9488930843000001,multiple choice question
0.9488922381,evasive maneuver
0.9488920362000001,brushed dc motor
0.9488879829000001,motif finder
0.9488879415000001,venous thrombosis
0.9488868057,chemical compound
0.9488866841,kabupaten kebumen
0.9488851903,galvanically isolated
0.9488841525,di perpustakaan
0.9488835935,deadlock free
0.9488815562,speed skaters
0.9488809237000001,autism therapy
0.9488803968999999,hazard rates
0.9488803828,campur kode
0.9488798945999999,passive microwave
0.9488750805,cache locality
0.9488703583,cognitive computing
0.9488701124,game edukasi
0.9488691052,rainbow tables
0.9488671769,radio network controller
0.9488671572,combustion chamber
0.9488668999,legacy refworks
0.9488656203,rsa moduli
0.9488632372,liver disorders
0.9488627223,ship targets
0.9488623786,block jacobi
0.9488622382999999,definition language
0.9488617621,hh hv
0.9488616124,augmentative communication
0.9488615859999999,blood volume
0.9488606638,speech therapy
0.9488601405,allen's interval algebra
0.9488599061,virtual output queuing
0.9488588665000001,к вопросу об
0.9488550170000001,cyber threat
0.9488540215000001,fairness index
0.9488534475,conceptual understanding
